6.5   292  A
6.9   329  A
7.8   352  A
8.4   378  A
8.8   392  A
9.2   410  A
6.7   198  B
6.9   227  B
7.5   277  B
7.9   297  B
8.7   364  B
9.2   375  B
6.5   167  C
7.0   225  C 
7.2   247  C
7.6   268  C
8.7   328  C
9.2   342  C
          


















