6   20   49.2 
6   21   48.1 
6   22   48.0 
6   23   49.6 
6   24   47.0 
8   20   51.5 
8   21   51.7 
8   22   50.4 
8   23   51.2 
8   24   48.4 
10  20   51.1 
10  21   51.5 
10  22   50.3 
10  23   48.9 
10  24   48.7 
12  20   48.6 
12  21   47.0 
12  22   48.0 
12  23   46.4 
12  24   46.4 
14  20   43.2 
14  21   42.6 
14  22   42.1 
14  23   43.9 
14  24   40.5
